,sentiment
43485,positive
43486,negative
43487,positive
43488,positive
43489,positive
43490,positive
43491,positive
43492,negative
43493,negative
43494,negative
43495,negative
43496,negative
43497,negative
43498,negative
43499,negative
43500,positive
43501,positive
43502,positive
43503,negative
43504,negative
43505,negative
43506,positive
43507,negative
43508,positive
43509,negative
43510,negative
43511,negative
43512,positive
43513,positive
43514,positive
43515,negative
43516,positive
43517,negative
43518,negative
43519,negative
43520,negative
43521,negative
43522,negative
43523,negative
43524,negative
43525,positive
43526,negative
43527,positive
43528,negative
43529,positive
43530,negative
43531,positive
43532,positive
43533,negative
43534,positive
43535,negative
43536,positive
43537,positive
43538,negative
43539,positive
43540,positive
43541,negative
43542,positive
43543,negative
43544,positive
43545,positive
43546,positive
43547,positive
43548,positive
43549,positive
43550,negative
43551,negative
43552,negative
43553,negative
43554,positive
43555,positive
43556,negative
43557,positive
43558,positive
43559,positive
43560,negative
43561,negative
43562,negative
43563,negative
43564,negative
43565,negative
43566,positive
43567,negative
43568,negative
43569,negative
43570,positive
43571,positive
43572,negative
43573,negative
43574,positive
43575,positive
43576,positive
43577,positive
43578,positive
43579,positive
43580,negative
43581,negative
43582,positive
43583,positive
43584,negative
43585,positive
43586,positive
43587,negative
43588,positive
43589,positive
43590,positive
43591,negative
43592,negative
43593,positive
43594,negative
43595,negative
43596,positive
43597,negative
43598,negative
43599,positive
43600,negative
43601,positive
43602,positive
43603,positive
43604,negative
43605,positive
43606,positive
43607,positive
43608,negative
43609,negative
43610,positive
43611,negative
43612,positive
43613,negative
43614,positive
43615,positive
43616,positive
43617,positive
43618,positive
43619,negative
43620,positive
43621,positive
43622,positive
43623,positive
43624,positive
43625,positive
43626,positive
43627,negative
43628,positive
43629,positive
43630,negative
43631,negative
43632,negative
43633,negative
43634,positive
43635,negative
43636,positive
43637,positive
43638,positive
43639,positive
43640,positive
43641,positive
43642,positive
43643,negative
43644,negative
43645,negative
43646,negative
43647,positive
43648,positive
43649,negative
43650,positive
43651,negative
43652,negative
43653,positive
43654,positive
43655,positive
43656,negative
43657,positive
43658,positive
43659,positive
43660,positive
43661,negative
43662,positive
43663,negative
43664,negative
43665,positive
43666,positive
43667,negative
43668,positive
43669,positive
43670,negative
43671,positive
43672,positive
43673,negative
43674,negative
43675,positive
43676,positive
43677,positive
43678,positive
43679,negative
43680,negative
43681,positive
43682,negative
43683,positive
43684,positive
43685,negative
43686,negative
43687,positive
43688,positive
43689,positive
43690,positive
43691,positive
43692,positive
43693,positive
43694,negative
43695,positive
43696,negative
43697,negative
43698,positive
43699,negative
43700,negative
43701,negative
43702,positive
43703,negative
43704,positive
43705,negative
43706,positive
43707,negative
43708,negative
43709,positive
43710,negative
43711,negative
43712,negative
43713,positive
43714,positive
43715,positive
43716,positive
43717,negative
43718,positive
43719,negative
43720,positive
43721,negative
43722,positive
43723,positive
43724,positive
43725,positive
43726,negative
43727,negative
43728,positive
43729,positive
43730,negative
43731,positive
43732,negative
43733,negative
43734,positive
43735,negative
43736,positive
43737,negative
43738,negative
43739,positive
43740,positive
43741,negative
43742,negative
43743,positive
43744,positive
43745,negative
43746,positive
43747,negative
43748,positive
43749,positive
43750,positive
43751,negative
43752,negative
43753,negative
43754,positive
43755,positive
43756,positive
43757,positive
43758,positive
43759,negative
43760,positive
43761,positive
43762,positive
43763,positive
43764,negative
43765,negative
43766,negative
43767,positive
43768,positive
43769,positive
43770,negative
43771,positive
43772,positive
43773,negative
43774,negative
43775,positive
43776,positive
43777,negative
43778,positive
43779,positive
43780,negative
43781,negative
43782,positive
43783,negative
43784,negative
43785,negative
43786,negative
43787,negative
43788,positive
43789,positive
43790,positive
43791,positive
43792,negative
43793,positive
43794,positive
43795,negative
43796,positive
43797,negative
43798,negative
43799,negative
43800,positive
43801,positive
43802,negative
43803,negative
43804,negative
43805,negative
43806,negative
43807,positive
43808,positive
43809,negative
43810,positive
43811,positive
43812,positive
43813,negative
43814,negative
43815,positive
43816,negative
43817,negative
43818,positive
43819,negative
43820,negative
43821,negative
43822,positive
43823,negative
43824,negative
43825,positive
43826,negative
43827,negative
43828,positive
43829,positive
43830,positive
43831,positive
43832,negative
43833,negative
43834,positive
43835,negative
43836,positive
43837,positive
43838,negative
43839,negative
43840,negative
43841,positive
43842,positive
43843,positive
43844,negative
43845,negative
43846,negative
43847,positive
43848,positive
43849,negative
43850,positive
43851,negative
43852,negative
43853,positive
43854,negative
43855,positive
43856,negative
43857,negative
43858,negative
43859,positive
43860,positive
43861,negative
43862,negative
43863,positive
43864,negative
43865,positive
43866,negative
43867,positive
43868,negative
43869,positive
43870,positive
43871,negative
43872,positive
43873,negative
43874,positive
43875,positive
43876,negative
43877,negative
43878,positive
43879,positive
43880,positive
43881,negative
43882,positive
43883,positive
43884,negative
43885,positive
43886,positive
43887,negative
43888,positive
43889,negative
43890,positive
43891,positive
43892,positive
43893,positive
43894,positive
43895,negative
43896,negative
43897,negative
43898,negative
43899,positive
43900,positive
43901,positive
43902,positive
43903,negative
43904,positive
43905,negative
43906,negative
43907,negative
43908,positive
43909,negative
43910,negative
43911,negative
43912,negative
43913,negative
43914,negative
43915,negative
43916,negative
43917,negative
43918,negative
43919,negative
43920,positive
43921,negative
43922,negative
43923,negative
43924,positive
43925,positive
43926,negative
43927,negative
43928,positive
43929,negative
43930,negative
43931,positive
43932,negative
43933,negative
43934,positive
43935,positive
43936,negative
43937,positive
43938,positive
43939,negative
43940,negative
43941,negative
43942,positive
43943,negative
43944,negative
43945,negative
43946,positive
43947,positive
43948,negative
43949,negative
43950,negative
43951,positive
43952,negative
43953,negative
43954,positive
43955,negative
43956,negative
43957,negative
43958,negative
43959,positive
43960,positive
43961,positive
43962,negative
43963,negative
43964,positive
43965,negative
43966,positive
43967,positive
43968,positive
43969,positive
43970,positive
43971,negative
43972,positive
43973,negative
43974,positive
43975,negative
43976,negative
43977,positive
43978,negative
43979,negative
43980,negative
43981,positive
43982,positive
43983,positive
43984,negative
43985,positive
43986,positive
43987,negative
43988,negative
43989,negative
43990,positive
43991,negative
43992,negative
43993,positive
43994,positive
43995,negative
43996,negative
43997,positive
43998,negative
43999,positive
44000,positive
44001,negative
44002,positive
44003,positive
44004,negative
44005,positive
44006,negative
44007,negative
44008,positive
44009,positive
44010,positive
44011,negative
44012,negative
44013,positive
44014,negative
44015,positive
44016,positive
44017,negative
44018,positive
44019,positive
44020,positive
44021,positive
44022,positive
44023,positive
44024,positive
44025,negative
44026,negative
44027,positive
44028,negative
44029,positive
44030,negative
44031,positive
44032,positive
44033,positive
44034,negative
44035,positive
44036,negative
44037,positive
44038,negative
44039,negative
44040,positive
44041,negative
44042,negative
44043,negative
44044,negative
44045,positive
44046,negative
44047,negative
44048,positive
44049,positive
44050,positive
44051,negative
44052,negative
44053,negative
44054,positive
44055,negative
44056,positive
44057,positive
44058,positive
44059,negative
44060,positive
44061,negative
44062,positive
44063,positive
44064,positive
44065,positive
44066,negative
44067,positive
44068,positive
44069,positive
44070,negative
44071,negative
44072,negative
44073,negative
44074,positive
44075,negative
44076,negative
44077,negative
44078,positive
44079,negative
44080,negative
44081,negative
44082,negative
44083,positive
44084,positive
44085,positive
44086,positive
44087,positive
44088,negative
44089,negative
44090,negative
44091,positive
44092,positive
44093,positive
44094,positive
44095,negative
44096,positive
44097,negative
44098,negative
44099,positive
44100,positive
44101,negative
44102,negative
44103,negative
44104,positive
44105,negative
44106,negative
44107,positive
44108,negative
44109,positive
44110,positive
44111,negative
44112,negative
44113,positive
44114,negative
44115,positive
44116,negative
44117,negative
44118,positive
44119,negative
44120,positive
44121,negative
44122,negative
44123,positive
44124,negative
44125,positive
44126,positive
44127,positive
44128,negative
44129,negative
44130,positive
44131,positive
44132,negative
44133,negative
44134,positive
44135,negative
44136,positive
44137,negative
44138,negative
44139,negative
44140,positive
44141,negative
44142,negative
44143,positive
44144,positive
44145,positive
44146,negative
44147,positive
44148,positive
44149,positive
44150,positive
44151,negative
44152,positive
44153,negative
44154,negative
44155,positive
44156,positive
44157,positive
44158,positive
44159,positive
44160,negative
44161,positive
44162,positive
44163,negative
44164,negative
44165,positive
44166,negative
44167,positive
44168,negative
44169,positive
44170,positive
44171,positive
44172,negative
44173,negative
44174,negative
44175,negative
44176,negative
44177,negative
44178,negative
44179,negative
44180,negative
44181,positive
44182,positive
44183,positive
44184,positive
44185,positive
44186,negative
44187,negative
44188,negative
44189,positive
44190,positive
44191,negative
44192,positive
44193,positive
44194,positive
44195,positive
44196,positive
44197,negative
44198,negative
44199,positive
44200,negative
44201,positive
44202,positive
44203,negative
44204,negative
44205,positive
44206,negative
44207,positive
44208,negative
44209,negative
44210,positive
44211,negative
44212,negative
44213,positive
44214,positive
44215,positive
44216,negative
44217,positive
44218,negative
44219,negative
44220,positive
44221,positive
44222,negative
44223,negative
44224,positive
44225,positive
44226,negative
44227,negative
44228,negative
44229,positive
44230,negative
44231,negative
44232,positive
44233,positive
44234,negative
44235,positive
44236,positive
44237,positive
44238,negative
44239,positive
44240,negative
44241,negative
44242,positive
44243,positive
44244,positive
44245,positive
44246,positive
44247,negative
44248,positive
44249,negative
44250,positive
44251,positive
44252,positive
44253,negative
44254,negative
44255,positive
44256,positive
44257,positive
44258,negative
44259,negative
44260,negative
44261,positive
44262,negative
44263,negative
44264,negative
44265,negative
44266,negative
44267,positive
44268,positive
44269,positive
44270,negative
44271,positive
44272,negative
44273,negative
44274,negative
44275,positive
44276,negative
44277,negative
44278,positive
44279,negative
44280,positive
44281,positive
44282,positive
44283,negative
44284,negative
44285,negative
44286,positive
44287,negative
44288,positive
44289,positive
44290,negative
44291,negative
44292,negative
44293,positive
44294,positive
44295,negative
44296,positive
44297,positive
44298,positive
44299,positive
44300,negative
44301,negative
44302,positive
44303,negative
44304,positive
44305,positive
44306,positive
44307,negative
44308,positive
44309,negative
44310,positive
44311,positive
44312,positive
44313,negative
44314,positive
44315,negative
44316,positive
44317,negative
44318,negative
44319,negative
44320,negative
44321,negative
44322,negative
44323,negative
44324,negative
44325,negative
44326,positive
44327,negative
44328,negative
44329,positive
44330,negative
44331,positive
44332,positive
44333,positive
44334,negative
44335,positive
44336,positive
44337,negative
44338,positive
44339,positive
44340,positive
44341,negative
44342,positive
44343,positive
44344,negative
44345,negative
44346,negative
44347,negative
44348,positive
44349,positive
44350,positive
44351,positive
44352,negative
44353,negative
44354,positive
44355,negative
44356,positive
44357,negative
44358,positive
44359,positive
44360,positive
44361,positive
44362,positive
44363,positive
44364,negative
44365,positive
44366,positive
44367,positive
44368,negative
44369,negative
44370,negative
44371,positive
44372,positive
44373,positive
44374,positive
44375,negative
44376,positive
44377,negative
44378,positive
44379,negative
44380,positive
44381,positive
44382,negative
44383,positive
44384,positive
44385,negative
44386,negative
44387,positive
44388,negative
44389,positive
44390,negative
44391,negative
44392,negative
44393,negative
44394,positive
44395,positive
44396,negative
44397,negative
44398,positive
44399,positive
44400,positive
44401,negative
44402,positive
44403,positive
44404,negative
44405,positive
44406,positive
44407,negative
44408,positive
44409,negative
44410,positive
44411,positive
44412,negative
44413,positive
44414,positive
44415,positive
44416,negative
44417,negative
44418,positive
44419,positive
44420,negative
44421,negative
44422,positive
44423,positive
44424,positive
44425,negative
44426,positive
44427,negative
44428,positive
44429,positive
44430,positive
44431,positive
44432,negative
44433,negative
44434,negative
44435,positive
44436,negative
44437,negative
44438,negative
44439,negative
44440,positive
44441,negative
44442,positive
44443,negative
44444,positive
44445,negative
44446,negative
44447,positive
44448,positive
44449,negative
44450,negative
44451,positive
44452,negative
44453,negative
44454,positive
44455,positive
44456,negative
44457,positive
44458,negative
44459,negative
44460,negative
44461,positive
44462,positive
44463,negative
44464,positive
44465,negative
44466,positive
44467,negative
44468,positive
44469,positive
44470,negative
44471,positive
44472,positive
44473,negative
44474,negative
44475,positive
44476,positive
44477,positive
44478,negative
44479,positive
44480,positive
44481,negative
44482,positive
44483,positive
44484,negative
44485,positive
44486,negative
44487,negative
44488,positive
44489,positive
44490,negative
44491,negative
44492,positive
44493,positive
44494,positive
44495,positive
44496,negative
44497,positive
44498,positive
44499,positive
44500,negative
44501,positive
44502,negative
44503,negative
44504,negative
44505,negative
44506,positive
44507,negative
44508,negative
44509,negative
44510,negative
44511,positive
44512,positive
44513,positive
44514,negative
44515,positive
44516,positive
44517,positive
44518,negative
44519,positive
44520,positive
44521,negative
44522,negative
44523,positive
44524,positive
44525,negative
44526,negative
44527,negative
44528,positive
44529,negative
44530,positive
44531,positive
44532,positive
44533,negative
44534,positive
44535,positive
44536,positive
44537,positive
44538,negative
44539,negative
44540,negative
44541,negative
44542,negative
44543,negative
44544,positive
44545,positive
44546,positive
44547,positive
44548,positive
44549,negative
44550,negative
44551,negative
44552,positive
44553,positive
44554,negative
44555,positive
44556,negative
44557,negative
44558,positive
44559,negative
44560,positive
44561,positive
44562,negative
44563,positive
44564,positive
44565,positive
44566,negative
44567,negative
44568,negative
44569,negative
44570,positive
44571,negative
44572,positive
44573,positive
44574,positive
44575,positive
44576,positive
44577,negative
44578,negative
44579,positive
44580,negative
44581,positive
44582,positive
44583,negative
44584,negative
44585,negative
44586,negative
44587,positive
44588,positive
44589,negative
44590,positive
44591,positive
44592,negative
44593,negative
44594,positive
44595,positive
44596,positive
44597,negative
44598,negative
44599,negative
44600,positive
44601,positive
44602,negative
44603,negative
44604,negative
44605,positive
44606,negative
44607,negative
44608,negative
44609,positive
44610,positive
44611,positive
44612,positive
44613,positive
44614,negative
44615,negative
44616,negative
44617,negative
44618,negative
44619,positive
44620,positive
44621,negative
44622,negative
44623,negative
44624,negative
44625,positive
44626,negative
44627,negative
44628,positive
44629,positive
44630,positive
44631,negative
44632,positive
44633,negative
44634,positive
44635,negative
44636,positive
44637,positive
44638,negative
44639,positive
44640,positive
44641,positive
44642,negative
44643,negative
44644,positive
44645,negative
44646,positive
44647,negative
44648,negative
44649,positive
44650,positive
44651,positive
44652,positive
44653,negative
44654,negative
44655,positive
44656,positive
44657,positive
44658,positive
44659,negative
44660,positive
44661,negative
44662,positive
44663,negative
44664,positive
44665,positive
44666,negative
44667,positive
44668,negative
44669,positive
44670,negative
44671,positive
44672,negative
44673,negative
44674,negative
44675,negative
44676,positive
44677,positive
44678,negative
44679,negative
44680,negative
44681,negative
44682,positive
44683,positive
44684,positive
44685,negative
44686,negative
44687,positive
44688,positive
44689,positive
44690,negative
44691,negative
44692,negative
44693,positive
44694,positive
44695,negative
44696,positive
44697,negative
44698,negative
44699,negative
44700,negative
44701,positive
44702,positive
44703,positive
44704,negative
44705,negative
44706,negative
44707,positive
44708,negative
44709,negative
44710,negative
44711,negative
44712,positive
44713,negative
44714,positive
44715,negative
44716,negative
44717,positive
44718,negative
44719,negative
44720,positive
44721,positive
44722,positive
44723,positive
44724,positive
44725,negative
44726,positive
44727,positive
44728,positive
44729,positive
44730,positive
44731,positive
44732,positive
44733,negative
44734,negative
44735,positive
44736,positive
44737,positive
44738,positive
44739,positive
44740,positive
44741,negative
44742,negative
44743,negative
44744,negative
44745,negative
44746,positive
44747,positive
44748,positive
44749,positive
44750,negative
44751,positive
44752,positive
44753,positive
44754,negative
44755,negative
44756,negative
44757,negative
44758,negative
44759,negative
44760,negative
44761,positive
44762,positive
44763,positive
44764,negative
44765,negative
44766,negative
44767,positive
44768,positive
44769,negative
44770,positive
44771,negative
44772,negative
44773,positive
44774,positive
44775,negative
44776,negative
44777,positive
44778,positive
44779,positive
44780,positive
44781,negative
44782,negative
44783,positive
44784,positive
44785,positive
44786,negative
44787,negative
44788,positive
44789,negative
44790,negative
44791,negative
44792,positive
44793,negative
44794,negative
44795,negative
44796,positive
44797,negative
44798,negative
44799,positive
44800,positive
44801,negative
44802,positive
44803,positive
44804,negative
44805,positive
44806,positive
44807,positive
44808,positive
44809,negative
44810,positive
44811,positive
44812,positive
44813,positive
44814,negative
44815,positive
44816,negative
44817,positive
44818,negative
44819,negative
44820,negative
44821,negative
44822,negative
44823,positive
44824,negative
44825,negative
44826,positive
44827,negative
44828,positive
44829,negative
44830,positive
44831,negative
44832,negative
44833,negative
44834,negative
44835,positive
44836,negative
44837,positive
44838,negative
44839,positive
44840,negative
44841,negative
44842,positive
44843,positive
44844,negative
44845,positive
44846,positive
44847,positive
44848,negative
44849,negative
44850,positive
44851,positive
44852,positive
44853,positive
44854,positive
44855,negative
44856,positive
44857,negative
44858,positive
44859,negative
44860,negative
44861,negative
44862,negative
44863,negative
44864,negative
44865,positive
44866,positive
44867,positive
44868,negative
44869,negative
44870,negative
44871,positive
44872,negative
44873,negative
44874,negative
44875,positive
44876,positive
44877,positive
44878,negative
44879,negative
44880,negative
44881,negative
44882,negative
44883,positive
44884,negative
44885,positive
44886,negative
44887,positive
44888,positive
44889,negative
44890,positive
44891,positive
44892,negative
44893,positive
44894,positive
44895,negative
44896,positive
44897,positive
44898,negative
44899,positive
44900,negative
44901,negative
44902,positive
44903,negative
44904,negative
44905,negative
44906,positive
44907,negative
44908,positive
44909,positive
44910,positive
44911,positive
44912,negative
44913,negative
44914,negative
44915,negative
44916,positive
44917,negative
44918,negative
44919,negative
44920,negative
44921,negative
44922,negative
44923,negative
44924,negative
44925,positive
44926,negative
44927,positive
44928,positive
44929,positive
44930,positive
44931,negative
44932,negative
44933,negative
44934,positive
44935,negative
44936,negative
44937,negative
44938,negative
44939,negative
44940,negative
44941,negative
44942,negative
44943,negative
44944,positive
44945,negative
44946,positive
44947,negative
44948,negative
44949,positive
44950,positive
44951,negative
44952,negative
44953,positive
44954,positive
44955,negative
44956,negative
44957,positive
44958,negative
44959,negative
44960,negative
44961,negative
44962,negative
44963,negative
44964,positive
44965,negative
44966,negative
44967,negative
44968,positive
44969,positive
44970,negative
44971,negative
44972,negative
44973,positive
44974,negative
44975,positive
44976,negative
44977,positive
44978,negative
44979,positive
44980,negative
44981,negative
44982,negative
44983,negative
44984,negative
44985,positive
44986,negative
44987,positive
44988,negative
44989,negative
44990,negative
44991,negative
44992,positive
44993,positive
44994,negative
44995,negative
44996,positive
44997,positive
44998,positive
44999,negative
45000,positive
45001,positive
45002,negative
45003,negative
45004,negative
45005,negative
45006,negative
45007,negative
45008,negative
45009,positive
45010,positive
45011,positive
45012,negative
45013,positive
45014,positive
45015,positive
45016,positive
45017,positive
45018,positive
45019,positive
45020,negative
45021,positive
45022,negative
45023,negative
45024,negative
45025,negative
45026,negative
45027,negative
45028,positive
45029,positive
45030,positive
45031,positive
45032,positive
45033,positive
45034,positive
45035,negative
45036,positive
45037,negative
45038,negative
45039,positive
45040,negative
45041,negative
45042,negative
45043,positive
45044,negative
45045,negative
45046,positive
45047,positive
45048,positive
45049,positive
45050,positive
45051,negative
45052,negative
45053,positive
45054,positive
45055,negative
45056,negative
45057,positive
45058,negative
45059,negative
45060,positive
45061,negative
45062,negative
45063,positive
45064,positive
45065,negative
45066,negative
45067,negative
45068,negative
45069,positive
45070,positive
45071,positive
45072,negative
45073,negative
45074,positive
45075,negative
45076,negative
45077,negative
45078,negative
45079,negative
45080,negative
45081,positive
45082,positive
45083,positive
45084,negative
45085,positive
45086,negative
45087,positive
45088,negative
45089,positive
45090,negative
45091,positive
45092,positive
45093,positive
45094,negative
45095,negative
45096,negative
45097,positive
45098,positive
45099,positive
45100,positive
45101,positive
45102,negative
45103,negative
45104,positive
45105,negative
45106,negative
45107,negative
45108,positive
45109,negative
45110,negative
45111,positive
45112,positive
45113,negative
45114,negative
45115,negative
45116,positive
45117,positive
45118,negative
45119,positive
45120,negative
45121,negative
45122,positive
45123,positive
45124,positive
45125,negative
45126,negative
45127,negative
45128,positive
45129,positive
45130,positive
45131,negative
45132,positive
45133,negative
45134,negative
45135,positive
45136,negative
45137,positive
45138,negative
45139,negative
45140,positive
45141,negative
45142,negative
45143,negative
45144,positive
45145,positive
45146,negative
45147,negative
45148,negative
45149,negative
45150,positive
45151,negative
45152,negative
45153,negative
45154,positive
45155,positive
45156,positive
45157,positive
45158,negative
45159,positive
45160,negative
45161,positive
45162,negative
45163,positive
45164,positive
45165,positive
45166,negative
45167,negative
45168,positive
45169,negative
45170,negative
45171,positive
45172,positive
45173,negative
45174,negative
45175,negative
45176,negative
45177,negative
45178,positive
45179,negative
45180,negative
45181,positive
45182,positive
45183,negative
45184,positive
45185,negative
45186,positive
45187,negative
45188,negative
45189,negative
45190,positive
45191,negative
45192,negative
45193,negative
45194,negative
45195,positive
45196,negative
45197,positive
45198,positive
45199,negative
45200,negative
45201,negative
45202,positive
45203,negative
45204,positive
45205,negative
45206,positive
45207,negative
45208,positive
45209,positive
45210,positive
45211,positive
45212,positive
45213,positive
45214,negative
45215,negative
45216,positive
45217,positive
45218,negative
45219,negative
45220,negative
45221,positive
45222,negative
45223,negative
45224,positive
45225,positive
45226,negative
45227,negative
45228,negative
45229,negative
45230,positive
45231,negative
45232,negative
45233,positive
45234,negative
45235,negative
45236,positive
45237,negative
45238,negative
45239,positive
45240,positive
45241,positive
45242,negative
45243,negative
45244,positive
45245,negative
45246,positive
45247,positive
45248,positive
45249,negative
45250,negative
45251,negative
45252,negative
45253,negative
45254,negative
45255,positive
45256,negative
45257,positive
45258,negative
45259,negative
45260,positive
45261,negative
45262,negative
45263,negative
45264,positive
45265,positive
45266,negative
45267,negative
45268,positive
45269,positive
45270,positive
45271,positive
45272,positive
45273,negative
45274,positive
45275,positive
45276,negative
45277,negative
45278,positive
45279,negative
45280,negative
45281,negative
45282,positive
45283,negative
45284,positive
45285,negative
45286,positive
45287,negative
45288,negative
45289,positive
45290,positive
45291,positive
45292,positive
45293,positive
45294,negative
45295,negative
45296,negative
45297,positive
45298,negative
45299,positive
45300,negative
45301,positive
45302,negative
45303,positive
45304,positive
45305,negative
45306,negative
45307,positive
45308,negative
45309,negative
45310,positive
45311,positive
45312,negative
45313,negative
45314,negative
45315,positive
45316,positive
45317,negative
45318,positive
45319,positive
45320,negative
45321,negative
45322,negative
45323,positive
45324,negative
45325,positive
45326,positive
45327,negative
45328,negative
45329,positive
45330,positive
45331,positive
45332,positive
45333,negative
45334,negative
45335,positive
45336,positive
45337,negative
45338,negative
45339,negative
45340,positive
45341,positive
45342,positive
45343,positive
45344,positive
45345,negative
45346,positive
45347,negative
45348,positive
45349,positive
45350,positive
45351,positive
45352,negative
45353,negative
45354,negative
45355,positive
45356,negative
45357,positive
45358,positive
45359,positive
45360,positive
45361,negative
45362,positive
45363,negative
45364,negative
45365,positive
45366,negative
45367,positive
45368,positive
45369,negative
45370,negative
45371,negative
45372,negative
45373,positive
45374,negative
45375,positive
45376,negative
45377,positive
45378,positive
45379,positive
45380,negative
45381,negative
45382,positive
45383,positive
45384,positive
45385,negative
45386,negative
45387,positive
45388,positive
45389,negative
45390,positive
45391,positive
45392,positive
45393,positive
45394,negative
45395,positive
45396,positive
45397,negative
45398,negative
45399,negative
45400,positive
45401,negative
45402,negative
45403,negative
45404,positive
45405,positive
45406,negative
45407,negative
45408,positive
45409,positive
45410,positive
45411,positive
45412,positive
45413,positive
45414,positive
45415,negative
45416,negative
45417,negative
45418,negative
45419,positive
45420,negative
45421,negative
45422,negative
45423,negative
45424,negative
45425,positive
45426,positive
45427,positive
45428,positive
45429,positive
45430,negative
45431,positive
45432,negative
45433,positive
45434,negative
45435,positive
45436,negative
45437,positive
45438,positive
45439,positive
45440,negative
45441,positive
45442,negative
45443,negative
45444,negative
45445,negative
45446,negative
45447,positive
45448,negative
45449,negative
45450,negative
45451,positive
45452,positive
45453,positive
45454,positive
45455,negative
45456,negative
45457,positive
45458,positive
45459,positive
45460,positive
45461,negative
45462,negative
45463,negative
45464,positive
45465,negative
45466,negative
45467,negative
45468,negative
45469,positive
45470,negative
45471,negative
45472,positive
45473,negative
45474,positive
45475,positive
45476,positive
45477,positive
45478,negative
45479,negative
45480,positive
45481,positive
45482,negative
45483,positive
45484,positive
45485,negative
45486,positive
45487,negative
45488,positive
45489,negative
45490,positive
45491,positive
45492,negative
45493,negative
45494,positive
45495,positive
45496,negative
45497,positive
45498,positive
45499,positive
45500,positive
45501,positive
45502,positive
45503,negative
45504,negative
45505,positive
45506,positive
45507,negative
45508,positive
45509,positive
45510,negative
45511,positive
45512,positive
45513,positive
45514,positive
45515,positive
45516,positive
45517,negative
45518,negative
45519,negative
45520,negative
45521,positive
45522,positive
45523,positive
45524,positive
45525,positive
45526,positive
45527,positive
45528,positive
45529,positive
45530,negative
45531,positive
45532,positive
45533,positive
45534,positive
45535,positive
45536,negative
45537,negative
45538,positive
45539,positive
45540,positive
45541,negative
45542,positive
45543,positive
45544,negative
45545,negative
45546,positive
45547,positive
45548,positive
45549,negative
45550,positive
45551,negative
45552,negative
45553,negative
45554,negative
45555,positive
45556,negative
45557,positive
45558,negative
45559,negative
45560,negative
45561,negative
45562,positive
45563,positive
45564,positive
45565,positive
45566,positive
45567,positive
45568,negative
45569,negative
45570,negative
45571,positive
45572,positive
45573,positive
45574,negative
45575,positive
45576,negative
45577,negative
45578,positive
45579,positive
45580,positive
45581,positive
45582,negative
45583,positive
45584,positive
45585,negative
45586,negative
45587,negative
45588,positive
45589,negative
45590,negative
45591,positive
45592,positive
45593,negative
45594,positive
45595,negative
45596,negative
45597,positive
45598,positive
45599,negative
45600,negative
45601,negative
45602,positive
45603,positive
45604,negative
45605,positive
45606,negative
45607,positive
45608,negative
45609,positive
45610,positive
45611,negative
45612,positive
45613,positive
45614,negative
45615,negative
45616,negative
45617,positive
45618,negative
45619,positive
45620,negative
45621,positive
45622,negative
45623,negative
45624,negative
45625,negative
45626,positive
45627,negative
45628,positive
45629,positive
45630,positive
45631,positive
45632,negative
45633,negative
45634,negative
45635,negative
45636,negative
45637,positive
45638,positive
45639,positive
45640,negative
45641,negative
45642,negative
45643,positive
45644,positive
45645,positive
45646,positive
45647,positive
45648,positive
45649,negative
45650,positive
45651,negative
45652,negative
45653,positive
45654,negative
45655,negative
45656,negative
45657,positive
45658,positive
45659,negative
45660,negative
45661,negative
45662,negative
45663,positive
45664,negative
45665,negative
45666,positive
45667,positive
45668,positive
45669,negative
45670,positive
45671,negative
45672,negative
45673,negative
45674,positive
45675,positive
45676,negative
45677,negative
45678,positive
45679,negative
45680,negative
45681,negative
45682,negative
45683,negative
45684,negative
45685,positive
45686,positive
45687,positive
45688,negative
45689,positive
45690,positive
45691,positive
45692,positive
45693,negative
45694,negative
45695,positive
45696,negative
45697,positive
45698,negative
45699,positive
45700,negative
45701,negative
45702,negative
45703,negative
45704,negative
45705,negative
45706,positive
45707,negative
45708,positive
45709,positive
45710,positive
45711,positive
45712,positive
45713,positive
45714,negative
45715,negative
45716,negative
45717,positive
45718,negative
45719,negative
45720,positive
45721,negative
45722,negative
45723,negative
45724,positive
45725,negative
45726,positive
45727,positive
45728,positive
45729,negative
45730,negative
45731,negative
45732,negative
45733,positive
45734,positive
45735,negative
45736,negative
45737,negative
45738,negative
45739,negative
45740,negative
45741,positive
45742,positive
45743,negative
45744,negative
45745,positive
45746,positive
45747,positive
45748,negative
45749,negative
45750,negative
45751,positive
45752,positive
45753,positive
45754,negative
45755,positive
45756,negative
45757,positive
45758,negative
45759,positive
45760,negative
45761,negative
45762,negative
45763,negative
45764,negative
45765,positive
45766,positive
45767,positive
45768,positive
45769,positive
45770,positive
45771,positive
45772,negative
45773,positive
45774,positive
45775,positive
45776,negative
45777,negative
45778,positive
45779,positive
45780,negative
45781,positive
45782,positive
45783,negative
45784,positive
45785,negative
45786,negative
45787,positive
45788,positive
45789,negative
45790,positive
45791,negative
45792,positive
45793,negative
45794,positive
45795,positive
45796,negative
45797,positive
45798,positive
45799,negative
45800,positive
45801,negative
45802,negative
45803,positive
45804,negative
45805,positive
45806,negative
45807,positive
45808,negative
45809,positive
45810,positive
45811,negative
45812,positive
45813,positive
45814,negative
45815,positive
45816,negative
